seconds,mV,mV,mV
30.422,0.000,0.000,0.000
30.430,0.000,0.000,0.000
30.438,1.000,1.000,1.000
30.445,1.000,1.000,1.000
30.453,1.000,1.000,1.000
30.461,1.000,1.000,1.000
30.469,1.000,1.000,1.000
30.477,1.000,1.000,1.000
30.484,1.000,1.000,1.000
30.492,1.000,1.000,1.000
30.500,1.000,1.000,1.000
30.508,1.000,1.000,1.000
30.516,1.000,1.000,1.000
30.523,1.000,1.000,1.000
30.531,1.000,1.000,1.000
30.539,1.000,1.000,1.000
30.547,1.000,1.000,1.000
30.555,1.000,1.000,1.000
30.562,1.000,1.000,1.000
30.570,1.000,1.000,1.000
30.578,0.000,0.000,0.000
30.586,0.000,0.000,0.000
30.594,0.000,0.000,0.000
30.602,0.000,0.000,0.000
30.609,0.000,0.000,0.000
30.617,0.000,0.000,0.000
30.625,0.000,0.000,0.000
30.633,0.000,0.000,0.000
30.641,0.000,0.000,0.000
30.648,0.000,0.000,0.000
30.656,0.000,0.000,0.000
30.664,0.000,0.000,0.000
30.672,0.000,0.000,0.000
30.680,0.000,0.000,0.000
30.688,0.000,0.000,0.000
30.695,0.000,0.000,0.000
30.703,0.000,0.000,0.000
30.711,0.000,0.000,0.000
30.719,0.000,0.000,0.000
30.727,0.000,0.000,0.000
30.734,0.000,0.000,0.000
30.742,0.000,0.000,0.000
30.750,0.000,0.000,0.000
30.758,0.000,0.000,0.000
30.766,0.000,0.000,0.000
30.773,0.000,0.000,0.000
30.781,0.000,0.000,0.000
30.789,0.000,0.000,0.000
30.797,0.000,0.000,0.000
30.805,0.000,0.000,0.000
30.812,0.000,0.000,0.000
30.820,0.000,0.000,0.000
30.828,0.000,0.000,0.000
30.836,0.000,0.000,0.000
30.844,0.000,0.000,0.000
30.852,0.000,0.000,0.000
30.859,0.000,0.000,0.000
30.867,0.000,0.000,0.000
30.875,0.000,0.000,0.000
30.883,0.000,0.000,0.000
30.891,0.000,0.000,0.000
30.898,0.000,0.000,0.000
30.906,0.000,0.000,0.000
30.914,0.000,0.000,0.000
30.922,0.000,0.000,0.000
30.930,0.000,0.000,0.000
30.938,0.000,0.000,0.000
30.945,0.000,0.000,0.000
30.953,0.000,0.000,0.000
30.961,0.000,0.000,0.000
30.969,0.000,0.000,0.000
30.977,0.000,0.000,0.000
30.984,0.000,0.000,0.000
30.992,0.000,0.000,0.000
31.000,0.000,0.000,0.000
31.008,0.000,0.000,0.000
31.016,0.000,0.000,0.000
31.023,0.000,0.000,0.000
31.031,0.000,0.000,0.000
31.039,0.000,0.000,0.000
31.047,0.000,0.000,0.000
31.055,0.000,0.000,0.000
31.062,0.000,0.000,0.000
31.070,0.000,0.000,0.000
31.078,0.000,0.000,0.000
31.086,0.000,0.000,0.000
31.094,0.000,0.000,0.000
31.102,0.000,0.000,0.000
31.109,0.000,0.000,0.000
31.117,0.000,0.000,0.000
31.125,0.000,0.000,0.000
31.133,0.000,0.000,0.000
31.141,0.000,0.000,0.000
31.148,0.000,0.000,0.000
31.156,0.000,0.000,0.000
31.164,0.000,0.000,0.000
31.172,0.000,0.000,0.000
31.180,0.000,0.000,0.000
31.188,0.000,0.000,0.000
31.195,0.000,0.000,0.000
31.203,0.000,0.000,0.000
31.211,0.000,0.000,0.000
31.219,0.000,0.000,0.000
31.227,0.000,0.000,0.000
31.234,0.000,0.000,0.000
31.242,0.000,0.000,0.000
31.250,0.000,0.000,0.000
31.258,0.000,0.000,0.000
31.266,0.000,0.000,0.000
31.273,0.000,0.000,0.000
31.281,0.000,0.000,0.000
31.289,0.000,0.000,0.000
31.297,0.000,0.000,0.000
31.305,0.000,0.000,0.000
31.312,0.000,0.000,0.000
31.320,0.000,0.000,0.000
31.328,0.000,0.000,0.000
31.336,0.000,0.000,0.000
31.344,0.000,0.000,0.000
31.352,0.000,0.000,0.000
31.359,0.000,0.000,0.000
31.367,0.000,0.000,0.000
31.375,0.000,0.000,0.000
31.383,0.000,0.000,0.000
31.391,0.000,0.000,0.000
31.398,0.000,0.000,0.000
31.406,0.000,0.000,0.000
31.414,0.000,0.000,0.000
31.422,0.000,0.000,0.000
31.430,0.000,0.000,0.000
31.438,1.000,1.000,1.000
31.445,1.000,1.000,1.000
31.453,1.000,1.000,1.000
31.461,1.000,1.000,1.000
31.469,1.000,1.000,1.000
31.477,1.000,1.000,1.000
31.484,1.000,1.000,1.000
31.492,1.000,1.000,1.000
31.500,1.000,1.000,1.000
31.508,1.000,1.000,1.000
31.516,1.000,1.000,1.000
31.523,1.000,1.000,1.000
31.531,1.000,1.000,1.000
31.539,1.000,1.000,1.000
31.547,1.000,1.000,1.000
31.555,1.000,1.000,1.000
31.562,1.000,1.000,1.000
31.570,1.000,1.000,1.000
31.578,0.000,0.000,0.000
31.586,0.000,0.000,0.000
31.594,0.000,0.000,0.000
31.602,0.000,0.000,0.000
31.609,0.000,0.000,0.000
31.617,0.000,0.000,0.000
31.625,0.000,0.000,0.000
31.633,0.000,0.000,0.000
31.641,0.000,0.000,0.000
31.648,0.000,0.000,0.000
31.656,0.000,0.000,0.000
31.664,0.000,0.000,0.000
31.672,0.000,0.000,0.000
31.680,0.000,0.000,0.000
31.688,0.000,0.000,0.000
31.695,0.000,0.000,0.000
31.703,0.000,0.000,0.000
31.711,0.000,0.000,0.000
31.719,0.000,0.000,0.000
31.727,0.000,0.000,0.000
31.734,0.000,0.000,0.000
31.742,0.000,0.000,0.000
31.750,0.000,0.000,0.000
31.758,0.000,0.000,0.000
31.766,0.000,0.000,0.000
31.773,0.000,0.000,0.000
31.781,0.000,0.000,0.000
31.789,0.000,0.000,0.000
31.797,0.000,0.000,0.000
31.805,0.000,0.000,0.000
31.812,0.000,0.000,0.000
31.820,0.000,0.000,0.000
31.828,0.000,0.000,0.000
31.836,0.000,0.000,0.000
31.844,0.000,0.000,0.000
31.852,0.000,0.000,0.000
31.859,0.000,0.000,0.000
31.867,0.000,0.000,0.000
31.875,0.000,0.000,0.000
31.883,0.000,0.000,0.000
31.891,0.000,0.000,0.000
31.898,0.000,0.000,0.000
31.906,0.000,0.000,0.000
31.914,0.000,0.000,0.000
31.922,0.000,0.000,0.000
31.930,0.000,0.000,0.000
31.938,0.000,0.000,0.000
31.945,0.000,0.000,0.000
31.953,0.000,0.000,0.000
31.961,0.000,0.000,0.000
31.969,0.000,0.000,0.000
31.977,0.000,0.000,0.000
31.984,0.000,0.000,0.000
31.992,0.000,0.000,0.000
32.000,0.000,0.000,0.000
32.008,0.000,0.000,0.000
32.016,0.000,0.000,0.000
32.023,0.000,0.000,0.000
32.031,0.000,0.000,0.000
32.039,0.000,0.000,0.000
32.047,0.000,0.000,0.000
32.055,0.000,0.000,0.000
32.062,0.000,0.000,0.000
32.070,0.000,0.000,0.000
32.078,0.000,0.000,0.000
32.086,0.000,0.000,0.000
32.094,0.000,0.000,0.000
32.102,0.000,0.000,0.000
32.109,0.000,0.000,0.000
32.117,0.000,0.000,0.000
32.125,0.000,0.000,0.000
32.133,0.000,0.000,0.000
32.141,0.000,0.000,0.000
32.148,0.000,0.000,0.000
32.156,0.000,0.000,0.000
32.164,0.000,0.000,0.000
32.172,0.000,0.000,0.000
32.180,0.000,0.000,0.000
32.188,0.000,0.000,0.000
32.195,0.000,0.000,0.000
32.203,0.000,0.000,0.000
32.211,0.000,0.000,0.000
32.219,0.000,0.000,0.000
32.227,0.000,0.000,0.000
32.234,0.000,0.000,0.000
32.242,0.000,0.000,0.000
32.250,0.000,0.000,0.000
32.258,0.000,0.000,0.000
32.266,0.000,0.000,0.000
32.273,0.000,0.000,0.000
32.281,0.000,0.000,0.000
32.289,0.000,0.000,0.000
32.297,0.000,0.000,0.000
32.305,0.000,0.000,0.000
32.312,0.000,0.000,0.000
32.320,0.000,0.000,0.000
32.328,0.000,0.000,0.000
32.336,0.000,0.000,0.000
32.344,0.000,0.000,0.000
32.352,0.000,0.000,0.000
32.359,0.000,0.000,0.000
32.367,0.000,0.000,0.000
32.375,0.000,0.000,0.000
32.383,0.000,0.000,0.000
32.391,0.000,0.000,0.000
32.398,0.000,0.000,0.000
32.406,0.000,0.000,0.000
32.414,0.000,0.000,0.000
32.422,0.000,0.000,0.000
32.430,0.000,0.000,0.000
32.438,1.000,1.000,1.000
32.445,1.000,1.000,1.000
32.453,1.000,1.000,1.000
32.461,1.000,1.000,1.000
32.469,1.000,1.000,1.000
32.477,1.000,1.000,1.000
32.484,1.000,1.000,1.000
32.492,1.000,1.000,1.000
32.500,1.000,1.000,1.000
32.508,1.000,1.000,1.000
32.516,1.000,1.000,1.000
32.523,1.000,1.000,1.000
32.531,1.000,1.000,1.000
32.539,1.000,1.000,1.000
32.547,1.000,1.000,1.000
32.555,1.000,1.000,1.000
32.562,1.000,1.000,1.000
32.570,1.000,1.000,1.000
32.578,0.000,0.000,0.000
32.586,0.000,0.000,0.000
32.594,0.000,0.000,0.000
32.602,0.000,0.000,0.000
32.609,0.000,0.000,0.000
32.617,0.000,0.000,0.000
32.625,0.000,0.000,0.000
32.633,0.000,0.000,0.000
32.641,0.000,0.000,0.000
32.648,0.000,0.000,0.000
32.656,0.000,0.000,0.000
32.664,0.000,0.000,0.000
32.672,0.000,0.000,0.000
32.680,0.000,0.000,0.000
32.688,0.000,0.000,0.000
32.695,0.000,0.000,0.000
32.703,0.000,0.000,0.000
32.711,0.000,0.000,0.000
32.719,0.000,0.000,0.000
32.727,0.000,0.000,0.000
32.734,0.000,0.000,0.000
32.742,0.000,0.000,0.000
32.750,0.000,0.000,0.000
32.758,0.000,0.000,0.000
32.766,0.000,0.000,0.000
32.773,0.000,0.000,0.000
32.781,0.000,0.000,0.000
32.789,0.000,0.000,0.000
32.797,0.000,0.000,0.000
32.805,0.000,0.000,0.000
32.812,0.000,0.000,0.000
32.820,0.000,0.000,0.000
32.828,0.000,0.000,0.000
32.836,0.000,0.000,0.000
32.844,0.000,0.000,0.000
32.852,0.000,0.000,0.000
32.859,0.000,0.000,0.000
32.867,0.000,0.000,0.000
32.875,0.000,0.000,0.000
32.883,0.000,0.000,0.000
32.891,0.000,0.000,0.000
32.898,0.000,0.000,0.000
32.906,0.000,0.000,0.000
32.914,0.000,0.000,0.000
32.922,0.000,0.000,0.000
32.930,0.000,0.000,0.000
32.938,0.000,0.000,0.000
32.945,0.000,0.000,0.000
32.953,0.000,0.000,0.000
32.961,0.000,0.000,0.000
32.969,0.000,0.000,0.000
32.977,0.000,0.000,0.000
32.984,0.000,0.000,0.000
32.992,0.000,0.000,0.000
33.000,0.000,0.000,0.000
33.008,0.000,0.000,0.000
33.016,0.000,0.000,0.000
33.023,0.000,0.000,0.000
33.031,0.000,0.000,0.000
33.039,0.000,0.000,0.000
33.047,0.000,0.000,0.000
33.055,0.000,0.000,0.000
33.062,0.000,0.000,0.000
33.070,0.000,0.000,0.000
33.078,0.000,0.000,0.000
33.086,0.000,0.000,0.000
33.094,0.000,0.000,0.000
33.102,0.000,0.000,0.000
33.109,0.000,0.000,0.000
33.117,0.000,0.000,0.000
33.125,0.000,0.000,0.000
33.133,0.000,0.000,0.000
33.141,0.000,0.000,0.000
33.148,0.000,0.000,0.000
33.156,0.000,0.000,0.000
33.164,0.000,0.000,0.000
33.172,0.000,0.000,0.000
33.180,0.000,0.000,0.000
33.188,0.000,0.000,0.000
33.195,0.000,0.000,0.000
33.203,0.000,0.000,0.000
33.211,0.000,0.000,0.000
33.219,0.000,0.000,0.000
33.227,0.000,0.000,0.000
33.234,0.000,0.000,0.000
33.242,0.000,0.000,0.000
33.250,0.000,0.000,0.000
33.258,0.000,0.000,0.000
33.266,0.000,0.000,0.000
33.273,0.000,0.000,0.000
33.281,0.000,0.000,0.000
33.289,0.000,0.000,0.000
33.297,0.000,0.000,0.000
33.305,0.000,0.000,0.000
33.312,0.000,0.000,0.000
33.320,0.000,0.000,0.000
33.328,0.000,0.000,0.000
33.336,0.000,0.000,0.000
33.344,0.000,0.000,0.000
33.352,0.000,0.000,0.000
33.359,0.000,0.000,0.000
33.367,0.000,0.000,0.000
33.375,0.000,0.000,0.000
33.383,0.000,0.000,0.000
33.391,0.000,0.000,0.000
33.398,0.000,0.000,0.000
33.406,0.000,0.000,0.000
33.414,0.000,0.000,0.000
33.422,0.000,0.000,0.000
33.430,0.000,0.000,0.000
33.438,1.000,1.000,1.000
33.445,1.000,1.000,1.000
33.453,1.000,1.000,1.000
33.461,1.000,1.000,1.000
33.469,1.000,1.000,1.000
33.477,1.000,1.000,1.000
33.484,1.000,1.000,1.000
33.492,1.000,1.000,1.000
33.500,1.000,1.000,1.000
33.508,1.000,1.000,1.000
33.516,1.000,1.000,1.000
33.523,1.000,1.000,1.000
33.531,1.000,1.000,1.000
33.539,1.000,1.000,1.000
33.547,1.000,1.000,1.000
33.555,1.000,1.000,1.000
33.562,1.000,1.000,1.000
33.570,1.000,1.000,1.000
33.578,0.000,0.000,0.000
33.586,0.000,0.000,0.000
33.594,0.000,0.000,0.000
33.602,0.000,0.000,0.000
33.609,0.000,0.000,0.000
33.617,0.000,0.000,0.000
33.625,0.000,0.000,0.000
33.633,0.000,0.000,0.000
33.641,0.000,0.000,0.000
33.648,0.000,0.000,0.000
33.656,0.000,0.000,0.000
33.664,0.000,0.000,0.000
33.672,0.000,0.000,0.000
33.680,0.000,0.000,0.000
33.688,0.000,0.000,0.000
33.695,0.000,0.000,0.000
33.703,0.000,0.000,0.000
33.711,0.000,0.000,0.000
33.719,0.000,0.000,0.000
33.727,0.000,0.000,0.000
33.734,0.000,0.000,0.000
33.742,0.000,0.000,0.000
33.750,0.000,0.000,0.000
33.758,0.000,0.000,0.000
33.766,0.000,0.000,0.000
33.773,0.000,0.000,0.000
33.781,0.000,0.000,0.000
33.789,0.000,0.000,0.000
33.797,0.000,0.000,0.000
33.805,0.000,0.000,0.000
33.812,0.000,0.000,0.000
33.820,0.000,0.000,0.000
33.828,0.000,0.000,0.000
33.836,0.000,0.000,0.000
33.844,0.000,0.000,0.000
33.852,0.000,0.000,0.000
33.859,0.000,0.000,0.000
33.867,0.000,0.000,0.000
33.875,0.000,0.000,0.000
33.883,0.000,0.000,0.000
33.891,0.000,0.000,0.000
33.898,0.000,0.000,0.000
33.906,0.000,0.000,0.000
33.914,0.000,0.000,0.000
33.922,0.000,0.000,0.000
33.930,0.000,0.000,0.000
33.938,0.000,0.000,0.000
33.945,0.000,0.000,0.000
33.953,0.000,0.000,0.000
33.961,0.000,0.000,0.000
33.969,0.000,0.000,0.000
33.977,0.000,0.000,0.000
33.984,0.000,0.000,0.000
33.992,0.000,0.000,0.000
34.000,0.000,0.000,0.000
34.008,0.000,0.000,0.000
34.016,0.000,0.000,0.000
34.023,0.000,0.000,0.000
34.031,0.000,0.000,0.000
34.039,0.000,0.000,0.000
34.047,0.000,0.000,0.000
34.055,0.000,0.000,0.000
34.062,0.000,0.000,0.000
34.070,0.000,0.000,0.000
34.078,0.000,0.000,0.000
34.086,0.000,0.000,0.000
34.094,0.000,0.000,0.000
34.102,0.000,0.000,0.000
34.109,0.000,0.000,0.000
34.117,0.000,0.000,0.000
34.125,0.000,0.000,0.000
34.133,0.000,0.000,0.000
34.141,0.000,0.000,0.000
34.148,0.000,0.000,0.000
34.156,0.000,0.000,0.000
34.164,0.000,0.000,0.000
34.172,0.000,0.000,0.000
34.180,0.000,0.000,0.000
34.188,0.000,0.000,0.000
34.195,0.000,0.000,0.000
34.203,0.000,0.000,0.000
34.211,0.000,0.000,0.000
34.219,0.000,0.000,0.000
34.227,0.000,0.000,0.000
34.234,0.000,0.000,0.000
34.242,0.000,0.000,0.000
34.250,0.000,0.000,0.000
34.258,0.000,0.000,0.000
34.266,0.000,0.000,0.000
34.273,0.000,0.000,0.000
34.281,0.000,0.000,0.000
34.289,0.000,0.000,0.000
34.297,0.000,0.000,0.000
34.305,0.000,0.000,0.000
34.312,0.000,0.000,0.000
34.320,0.000,0.000,0.000
34.328,0.000,0.000,0.000
34.336,0.000,0.000,0.000
34.344,0.000,0.000,0.000
34.352,0.000,0.000,0.000
34.359,0.000,0.000,0.000
34.367,0.000,0.000,0.000
34.375,0.000,0.000,0.000
34.383,0.000,0.000,0.000
34.391,0.000,0.000,0.000
34.398,0.000,0.000,0.000
34.406,0.000,0.000,0.000
34.414,0.000,0.000,0.000
34.422,0.000,0.000,0.000
34.430,0.000,0.000,0.000
34.438,1.000,1.000,1.000
34.445,1.000,1.000,1.000
34.453,1.000,1.000,1.000
34.461,1.000,1.000,1.000
34.469,1.000,1.000,1.000
34.477,1.000,1.000,1.000
34.484,1.000,1.000,1.000
34.492,1.000,1.000,1.000
34.500,1.000,1.000,1.000
34.508,1.000,1.000,1.000
34.516,1.000,1.000,1.000
34.523,1.000,1.000,1.000
34.531,1.000,1.000,1.000
34.539,1.000,1.000,1.000
34.547,1.000,1.000,1.000
34.555,1.000,1.000,1.000
34.562,1.000,1.000,1.000
34.570,1.000,1.000,1.000
34.578,0.000,0.000,0.000
34.586,0.000,0.000,0.000
34.594,0.000,0.000,0.000
34.602,0.000,0.000,0.000
34.609,0.000,0.000,0.000
34.617,0.000,0.000,0.000
34.625,0.000,0.000,0.000
34.633,0.000,0.000,0.000
34.641,0.000,0.000,0.000
34.648,0.000,0.000,0.000
34.656,0.000,0.000,0.000
34.664,0.000,0.000,0.000
34.672,0.000,0.000,0.000
34.680,0.000,0.000,0.000
34.688,0.000,0.000,0.000
34.695,0.000,0.000,0.000
34.703,0.000,0.000,0.000
34.711,0.000,0.000,0.000
34.719,0.000,0.000,0.000
34.727,0.000,0.000,0.000
34.734,0.000,0.000,0.000
34.742,0.000,0.000,0.000
34.750,0.000,0.000,0.000
34.758,0.000,0.000,0.000
34.766,0.000,0.000,0.000
34.773,0.000,0.000,0.000
34.781,0.000,0.000,0.000
34.789,0.000,0.000,0.000
34.797,0.000,0.000,0.000
34.805,0.000,0.000,0.000
34.812,0.000,0.000,0.000
34.820,0.000,0.000,0.000
34.828,0.000,0.000,0.000
34.836,0.000,0.000,0.000
34.844,0.000,0.000,0.000
34.852,0.000,0.000,0.000
34.859,0.000,0.000,0.000
34.867,0.000,0.000,0.000
34.875,0.000,0.000,0.000
34.883,0.000,0.000,0.000
34.891,0.000,0.000,0.000
34.898,0.000,0.000,0.000
34.906,0.000,0.000,0.000
34.914,0.000,0.000,0.000
34.922,0.000,0.000,0.000
34.930,0.000,0.000,0.000
34.938,0.000,0.000,0.000
34.945,0.000,0.000,0.000
34.953,0.000,0.000,0.000
34.961,0.000,0.000,0.000
34.969,0.000,0.000,0.000
34.977,0.000,0.000,0.000
34.984,0.000,0.000,0.000
34.992,0.000,0.000,0.000
35.000,0.000,0.000,0.000
35.008,0.000,0.000,0.000
35.016,0.000,0.000,0.000
35.023,0.000,0.000,0.000
35.031,0.000,0.000,0.000
35.039,0.000,0.000,0.000
35.047,0.000,0.000,0.000
35.055,0.000,0.000,0.000
35.062,0.000,0.000,0.000
35.070,0.000,0.000,0.000
35.078,0.000,0.000,0.000
35.086,0.000,0.000,0.000
35.094,0.000,0.000,0.000
35.102,0.000,0.000,0.000
35.109,0.000,0.000,0.000
35.117,0.000,0.000,0.000
35.125,0.000,0.000,0.000
35.133,0.000,0.000,0.000
35.141,0.000,0.000,0.000
35.148,0.000,0.000,0.000
35.156,0.000,0.000,0.000
35.164,0.000,0.000,0.000
35.172,0.000,0.000,0.000
35.180,0.000,0.000,0.000
35.188,0.000,0.000,0.000
35.195,0.000,0.000,0.000
35.203,0.000,0.000,0.000
35.211,0.000,0.000,0.000
35.219,0.000,0.000,0.000
35.227,0.000,0.000,0.000
35.234,0.000,0.000,0.000
35.242,0.000,0.000,0.000
35.250,0.000,0.000,0.000
35.258,0.000,0.000,0.000
35.266,0.000,0.000,0.000
35.273,0.000,0.000,0.000
35.281,0.000,0.000,0.000
35.289,0.000,0.000,0.000
35.297,0.000,0.000,0.000
35.305,0.000,0.000,0.000
35.312,0.000,0.000,0.000
35.320,0.000,0.000,0.000
35.328,0.000,0.000,0.000
35.336,0.000,0.000,0.000
35.344,0.000,0.000,0.000
35.352,0.000,0.000,0.000
35.359,0.000,0.000,0.000
35.367,0.000,0.000,0.000
35.375,0.000,0.000,0.000
35.383,0.000,0.000,0.000
35.391,0.000,0.000,0.000
35.398,0.000,0.000,0.000
35.406,0.000,0.000,0.000
35.414,0.000,0.000,0.000
35.422,0.000,0.000,0.000
35.430,0.000,0.000,0.000
35.438,1.000,1.000,1.000
35.445,1.000,1.000,1.000
35.453,1.000,1.000,1.000
35.461,1.000,1.000,1.000
35.469,1.000,1.000,1.000
35.477,1.000,1.000,1.000
35.484,1.000,1.000,1.000
35.492,1.000,1.000,1.000
35.500,1.000,1.000,1.000
35.508,1.000,1.000,1.000
35.516,1.000,1.000,1.000
35.523,1.000,1.000,1.000
35.531,1.000,1.000,1.000
35.539,1.000,1.000,1.000
35.547,1.000,1.000,1.000
35.555,1.000,1.000,1.000
35.562,1.000,1.000,1.000
35.570,1.000,1.000,1.000
35.578,0.000,0.000,0.000
35.586,0.000,0.000,0.000
35.594,0.000,0.000,0.000
35.602,0.000,0.000,0.000
35.609,0.000,0.000,0.000
35.617,0.000,0.000,0.000
35.625,0.000,0.000,0.000
35.633,0.000,0.000,0.000
35.641,0.000,0.000,0.000
35.648,0.000,0.000,0.000
35.656,0.000,0.000,0.000
35.664,0.000,0.000,0.000
35.672,0.000,0.000,0.000
35.680,0.000,0.000,0.000
35.688,0.000,0.000,0.000
35.695,0.000,0.000,0.000
35.703,0.000,0.000,0.000
35.711,0.000,0.000,0.000
35.719,0.000,0.000,0.000
35.727,0.000,0.000,0.000
35.734,0.000,0.000,0.000
35.742,0.000,0.000,0.000
35.750,0.000,0.000,0.000
35.758,0.000,0.000,0.000
35.766,0.000,0.000,0.000
35.773,0.000,0.000,0.000
35.781,0.000,0.000,0.000
35.789,0.000,0.000,0.000
35.797,0.000,0.000,0.000
35.805,0.000,0.000,0.000
35.812,0.000,0.000,0.000
35.820,0.000,0.000,0.000
35.828,0.000,0.000,0.000
35.836,0.000,0.000,0.000
35.844,0.000,0.000,0.000
35.852,0.000,0.000,0.000
35.859,0.000,0.000,0.000
35.867,0.000,0.000,0.000
35.875,0.000,0.000,0.000
35.883,0.000,0.000,0.000
35.891,0.000,0.000,0.000
35.898,0.000,0.000,0.000
35.906,0.000,0.000,0.000
35.914,0.000,0.000,0.000
35.922,0.000,0.000,0.000
35.930,0.000,0.000,0.000
35.938,0.000,0.000,0.000
35.945,0.000,0.000,0.000
35.953,0.000,0.000,0.000
35.961,0.000,0.000,0.000
35.969,0.000,0.000,0.000
35.977,0.000,0.000,0.000
35.984,0.000,0.000,0.000
35.992,0.000,0.000,0.000
36.000,0.000,0.000,0.000
36.008,0.000,0.000,0.000
36.016,0.000,0.000,0.000
36.023,0.000,0.000,0.000
36.031,0.000,0.000,0.000
36.039,0.000,0.000,0.000
36.047,0.000,0.000,0.000
36.055,0.000,0.000,0.000
36.062,0.000,0.000,0.000
36.070,0.000,0.000,0.000
36.078,0.000,0.000,0.000
36.086,0.000,0.000,0.000
36.094,0.000,0.000,0.000
36.102,0.000,0.000,0.000
36.109,0.000,0.000,0.000
36.117,0.000,0.000,0.000
36.125,0.000,0.000,0.000
36.133,0.000,0.000,0.000
36.141,0.000,0.000,0.000
36.148,0.000,0.000,0.000
36.156,0.000,0.000,0.000
36.164,0.000,0.000,0.000
36.172,0.000,0.000,0.000
36.180,0.000,0.000,0.000
36.188,0.000,0.000,0.000
36.195,0.000,0.000,0.000
36.203,0.000,0.000,0.000
36.211,0.000,0.000,0.000
36.219,0.000,0.000,0.000
36.227,0.000,0.000,0.000
36.234,0.000,0.000,0.000
36.242,0.000,0.000,0.000
36.250,0.000,0.000,0.000
36.258,0.000,0.000,0.000
36.266,0.000,0.000,0.000
36.273,0.000,0.000,0.000
36.281,0.000,0.000,0.000
36.289,0.000,0.000,0.000
36.297,0.000,0.000,0.000
36.305,0.000,0.000,0.000
36.312,0.000,0.000,0.000
36.320,0.000,0.000,0.000
36.328,0.000,0.000,0.000
36.336,0.000,0.000,0.000
36.344,0.000,0.000,0.000
36.352,0.000,0.000,0.000
36.359,0.000,0.000,0.000
36.367,0.000,0.000,0.000
36.375,0.000,0.000,0.000
36.383,0.000,0.000,0.000
36.391,0.000,0.000,0.000
36.398,0.000,0.000,0.000
36.406,0.000,0.000,0.000
36.414,0.000,0.000,0.000
36.422,0.000,0.000,0.000
36.430,0.000,0.000,0.000
36.438,1.000,1.000,1.000
36.445,1.000,1.000,1.000
36.453,1.000,1.000,1.000
36.461,1.000,1.000,1.000
36.469,1.000,1.000,1.000
36.477,1.000,1.000,1.000
36.484,1.000,1.000,1.000
36.492,1.000,1.000,1.000
36.500,1.000,1.000,1.000
36.508,1.000,1.000,1.000
36.516,1.000,1.000,1.000
36.523,1.000,1.000,1.000
36.531,1.000,1.000,1.000
36.539,1.000,1.000,1.000
36.547,1.000,1.000,1.000
36.555,1.000,1.000,1.000
36.562,1.000,1.000,1.000
36.570,1.000,1.000,1.000
36.578,0.000,0.000,0.000
36.586,0.000,0.000,0.000
36.594,0.000,0.000,0.000
36.602,0.000,0.000,0.000
36.609,0.000,0.000,0.000
36.617,0.000,0.000,0.000
36.625,0.000,0.000,0.000
36.633,0.000,0.000,0.000
36.641,0.000,0.000,0.000
36.648,0.000,0.000,0.000
36.656,0.000,0.000,0.000
36.664,0.000,0.000,0.000
36.672,0.000,0.000,0.000
36.680,0.000,0.000,0.000
36.688,0.000,0.000,0.000
36.695,0.000,0.000,0.000
36.703,0.000,0.000,0.000
36.711,0.000,0.000,0.000
36.719,0.000,0.000,0.000
36.727,0.000,0.000,0.000
36.734,0.000,0.000,0.000
36.742,0.000,0.000,0.000
36.750,0.000,0.000,0.000
36.758,0.000,0.000,0.000
36.766,0.000,0.000,0.000
36.773,0.000,0.000,0.000
36.781,0.000,0.000,0.000
36.789,0.000,0.000,0.000
36.797,0.000,0.000,0.000
36.805,0.000,0.000,0.000
36.812,0.000,0.000,0.000
36.820,0.000,0.000,0.000
36.828,0.000,0.000,0.000
36.836,0.000,0.000,0.000
36.844,0.000,0.000,0.000
36.852,0.000,0.000,0.000
36.859,0.000,0.000,0.000
36.867,0.000,0.000,0.000
36.875,0.000,0.000,0.000
36.883,0.000,0.000,0.000
36.891,0.000,0.000,0.000
36.898,0.000,0.000,0.000
36.906,0.000,0.000,0.000
36.914,0.000,0.000,0.000
36.922,0.000,0.000,0.000
36.930,0.000,0.000,0.000
36.938,0.000,0.000,0.000
36.945,0.000,0.000,0.000
36.953,0.000,0.000,0.000
36.961,0.000,0.000,0.000
36.969,0.000,0.000,0.000
36.977,0.000,0.000,0.000
36.984,0.000,0.000,0.000
36.992,0.000,0.000,0.000
37.000,0.000,0.000,0.000
37.008,0.000,0.000,0.000
37.016,0.000,0.000,0.000
37.023,0.000,0.000,0.000
37.031,0.000,0.000,0.000
37.039,0.000,0.000,0.000
37.047,0.000,0.000,0.000
37.055,0.000,0.000,0.000
37.062,0.000,0.000,0.000
37.070,0.000,0.000,0.000
37.078,0.000,0.000,0.000
37.086,0.000,0.000,0.000
37.094,0.000,0.000,0.000
37.102,0.000,0.000,0.000
37.109,0.000,0.000,0.000
37.117,0.000,0.000,0.000
37.125,0.000,0.000,0.000
37.133,0.000,0.000,0.000
37.141,0.000,0.000,0.000
37.148,0.000,0.000,0.000
37.156,0.000,0.000,0.000
37.164,0.000,0.000,0.000
37.172,0.000,0.000,0.000
37.180,0.000,0.000,0.000
37.188,0.000,0.000,0.000
37.195,0.000,0.000,0.000
37.203,0.000,0.000,0.000
37.211,0.000,0.000,0.000
37.219,0.000,0.000,0.000
37.227,0.000,0.000,0.000
37.234,0.000,0.000,0.000
37.242,0.000,0.000,0.000
