seconds,mV,mV,mV
22.039,0.000,0.000,0.000
22.047,0.000,0.000,0.000
22.055,0.000,0.000,0.000
22.062,0.000,0.000,0.000
22.070,0.000,0.000,0.000
22.078,0.000,0.000,0.000
22.086,0.000,0.000,0.000
22.094,0.000,0.000,0.000
22.102,0.000,0.000,0.000
22.109,0.000,0.000,0.000
22.117,0.000,0.000,0.000
22.125,0.000,0.000,0.000
22.133,0.000,0.000,0.000
22.141,0.000,0.000,0.000
22.148,0.000,0.000,0.000
22.156,0.000,0.000,0.000
22.164,0.000,0.000,0.000
22.172,0.000,0.000,0.000
22.180,0.000,0.000,0.000
22.188,0.000,0.000,0.000
22.195,0.000,0.000,0.000
22.203,0.000,0.000,0.000
22.211,0.000,0.000,0.000
22.219,0.000,0.000,0.000
22.227,0.000,0.000,0.000
22.234,0.000,0.000,0.000
22.242,0.000,0.000,0.000
22.250,0.000,0.000,0.000
22.258,0.000,0.000,0.000
22.266,0.000,0.000,0.000
22.273,0.000,0.000,0.000
22.281,0.000,0.000,0.000
22.289,0.000,0.000,0.000
22.297,0.000,0.000,0.000
22.305,0.000,0.000,0.000
22.312,0.000,0.000,0.000
22.320,0.000,0.000,0.000
22.328,0.000,0.000,0.000
22.336,0.000,0.000,0.000
22.344,0.000,0.000,0.000
22.352,0.000,0.000,0.000
22.359,0.000,0.000,0.000
22.367,0.000,0.000,0.000
22.375,0.000,0.000,0.000
22.383,0.000,0.000,0.000
22.391,0.000,0.000,0.000
22.398,0.000,0.000,0.000
22.406,0.000,0.000,0.000
22.414,0.000,0.000,0.000
22.422,0.000,0.000,0.000
22.430,0.000,0.000,0.000
22.438,1.000,1.000,1.000
22.445,1.000,1.000,1.000
22.453,1.000,1.000,1.000
22.461,1.000,1.000,1.000
22.469,1.000,1.000,1.000
22.477,1.000,1.000,1.000
22.484,1.000,1.000,1.000
22.492,1.000,1.000,1.000
22.500,1.000,1.000,1.000
22.508,1.000,1.000,1.000
22.516,1.000,1.000,1.000
22.523,1.000,1.000,1.000
22.531,1.000,1.000,1.000
22.539,1.000,1.000,1.000
22.547,1.000,1.000,1.000
22.555,1.000,1.000,1.000
22.562,1.000,1.000,1.000
22.570,1.000,1.000,1.000
22.578,0.000,0.000,0.000
22.586,0.000,0.000,0.000
22.594,0.000,0.000,0.000
22.602,0.000,0.000,0.000
22.609,0.000,0.000,0.000
22.617,0.000,0.000,0.000
22.625,0.000,0.000,0.000
22.633,0.000,0.000,0.000
22.641,0.000,0.000,0.000
22.648,0.000,0.000,0.000
22.656,0.000,0.000,0.000
22.664,0.000,0.000,0.000
22.672,0.000,0.000,0.000
22.680,0.000,0.000,0.000
22.688,0.000,0.000,0.000
22.695,0.000,0.000,0.000
22.703,0.000,0.000,0.000
22.711,0.000,0.000,0.000
22.719,0.000,0.000,0.000
22.727,0.000,0.000,0.000
22.734,0.000,0.000,0.000
22.742,0.000,0.000,0.000
22.750,0.000,0.000,0.000
22.758,0.000,0.000,0.000
22.766,0.000,0.000,0.000
22.773,0.000,0.000,0.000
22.781,0.000,0.000,0.000
22.789,0.000,0.000,0.000
22.797,0.000,0.000,0.000
22.805,0.000,0.000,0.000
22.812,0.000,0.000,0.000
22.820,0.000,0.000,0.000
22.828,0.000,0.000,0.000
22.836,0.000,0.000,0.000
22.844,0.000,0.000,0.000
22.852,0.000,0.000,0.000
22.859,0.000,0.000,0.000
22.867,0.000,0.000,0.000
22.875,0.000,0.000,0.000
22.883,0.000,0.000,0.000
22.891,0.000,0.000,0.000
22.898,0.000,0.000,0.000
22.906,0.000,0.000,0.000
22.914,0.000,0.000,0.000
22.922,0.000,0.000,0.000
22.930,0.000,0.000,0.000
22.938,0.000,0.000,0.000
22.945,0.000,0.000,0.000
22.953,0.000,0.000,0.000
22.961,0.000,0.000,0.000
22.969,0.000,0.000,0.000
22.977,0.000,0.000,0.000
22.984,0.000,0.000,0.000
22.992,0.000,0.000,0.000
23.000,0.000,0.000,0.000
23.008,0.000,0.000,0.000
23.016,0.000,0.000,0.000
23.023,0.000,0.000,0.000
23.031,0.000,0.000,0.000
23.039,0.000,0.000,0.000
23.047,0.000,0.000,0.000
23.055,0.000,0.000,0.000
23.062,0.000,0.000,0.000
23.070,0.000,0.000,0.000
23.078,0.000,0.000,0.000
23.086,0.000,0.000,0.000
23.094,0.000,0.000,0.000
23.102,0.000,0.000,0.000
23.109,0.000,0.000,0.000
23.117,0.000,0.000,0.000
23.125,0.000,0.000,0.000
23.133,0.000,0.000,0.000
23.141,0.000,0.000,0.000
23.148,0.000,0.000,0.000
23.156,0.000,0.000,0.000
23.164,0.000,0.000,0.000
23.172,0.000,0.000,0.000
23.180,0.000,0.000,0.000
23.188,0.000,0.000,0.000
23.195,0.000,0.000,0.000
23.203,0.000,0.000,0.000
23.211,0.000,0.000,0.000
23.219,0.000,0.000,0.000
23.227,0.000,0.000,0.000
23.234,0.000,0.000,0.000
23.242,0.000,0.000,0.000
23.250,0.000,0.000,0.000
23.258,0.000,0.000,0.000
23.266,0.000,0.000,0.000
23.273,0.000,0.000,0.000
23.281,0.000,0.000,0.000
23.289,0.000,0.000,0.000
23.297,0.000,0.000,0.000
23.305,0.000,0.000,0.000
23.312,0.000,0.000,0.000
23.320,0.000,0.000,0.000
23.328,0.000,0.000,0.000
23.336,0.000,0.000,0.000
23.344,0.000,0.000,0.000
23.352,0.000,0.000,0.000
23.359,0.000,0.000,0.000
23.367,0.000,0.000,0.000
23.375,0.000,0.000,0.000
23.383,0.000,0.000,0.000
23.391,0.000,0.000,0.000
23.398,0.000,0.000,0.000
23.406,0.000,0.000,0.000
23.414,0.000,0.000,0.000
23.422,0.000,0.000,0.000
23.430,0.000,0.000,0.000
23.438,1.000,1.000,1.000
23.445,1.000,1.000,1.000
23.453,1.000,1.000,1.000
23.461,1.000,1.000,1.000
23.469,1.000,1.000,1.000
23.477,1.000,1.000,1.000
23.484,1.000,1.000,1.000
23.492,1.000,1.000,1.000
23.500,1.000,1.000,1.000
23.508,1.000,1.000,1.000
23.516,1.000,1.000,1.000
23.523,1.000,1.000,1.000
23.531,1.000,1.000,1.000
23.539,1.000,1.000,1.000
23.547,1.000,1.000,1.000
23.555,1.000,1.000,1.000
23.562,1.000,1.000,1.000
23.570,1.000,1.000,1.000
23.578,0.000,0.000,0.000
23.586,0.000,0.000,0.000
23.594,0.000,0.000,0.000
23.602,0.000,0.000,0.000
23.609,0.000,0.000,0.000
23.617,0.000,0.000,0.000
23.625,0.000,0.000,0.000
23.633,0.000,0.000,0.000
23.641,0.000,0.000,0.000
23.648,0.000,0.000,0.000
23.656,0.000,0.000,0.000
23.664,0.000,0.000,0.000
23.672,0.000,0.000,0.000
23.680,0.000,0.000,0.000
23.688,0.000,0.000,0.000
23.695,0.000,0.000,0.000
23.703,0.000,0.000,0.000
23.711,0.000,0.000,0.000
23.719,0.000,0.000,0.000
23.727,0.000,0.000,0.000
23.734,0.000,0.000,0.000
23.742,0.000,0.000,0.000
23.750,0.000,0.000,0.000
23.758,0.000,0.000,0.000
23.766,0.000,0.000,0.000
23.773,0.000,0.000,0.000
23.781,0.000,0.000,0.000
23.789,0.000,0.000,0.000
23.797,0.000,0.000,0.000
23.805,0.000,0.000,0.000
23.812,0.000,0.000,0.000
23.820,0.000,0.000,0.000
23.828,0.000,0.000,0.000
23.836,0.000,0.000,0.000
23.844,0.000,0.000,0.000
23.852,0.000,0.000,0.000
23.859,0.000,0.000,0.000
23.867,0.000,0.000,0.000
23.875,0.000,0.000,0.000
23.883,0.000,0.000,0.000
23.891,0.000,0.000,0.000
23.898,0.000,0.000,0.000
23.906,0.000,0.000,0.000
23.914,0.000,0.000,0.000
23.922,0.000,0.000,0.000
23.930,0.000,0.000,0.000
23.938,0.000,0.000,0.000
23.945,0.000,0.000,0.000
23.953,0.000,0.000,0.000
23.961,0.000,0.000,0.000
23.969,0.000,0.000,0.000
23.977,0.000,0.000,0.000
23.984,0.000,0.000,0.000
23.992,0.000,0.000,0.000
24.000,0.000,0.000,0.000
24.008,0.000,0.000,0.000
24.016,0.000,0.000,0.000
24.023,0.000,0.000,0.000
24.031,0.000,0.000,0.000
24.039,0.000,0.000,0.000
24.047,0.000,0.000,0.000
24.055,0.000,0.000,0.000
24.062,0.000,0.000,0.000
24.070,0.000,0.000,0.000
24.078,0.000,0.000,0.000
24.086,0.000,0.000,0.000
24.094,0.000,0.000,0.000
24.102,0.000,0.000,0.000
24.109,0.000,0.000,0.000
24.117,0.000,0.000,0.000
24.125,0.000,0.000,0.000
24.133,0.000,0.000,0.000
24.141,0.000,0.000,0.000
24.148,0.000,0.000,0.000
24.156,0.000,0.000,0.000
24.164,0.000,0.000,0.000
24.172,0.000,0.000,0.000
24.180,0.000,0.000,0.000
24.188,0.000,0.000,0.000
24.195,0.000,0.000,0.000
24.203,0.000,0.000,0.000
24.211,0.000,0.000,0.000
24.219,0.000,0.000,0.000
24.227,0.000,0.000,0.000
24.234,0.000,0.000,0.000
24.242,0.000,0.000,0.000
24.250,0.000,0.000,0.000
24.258,0.000,0.000,0.000
24.266,0.000,0.000,0.000
24.273,0.000,0.000,0.000
24.281,0.000,0.000,0.000
24.289,0.000,0.000,0.000
24.297,0.000,0.000,0.000
24.305,0.000,0.000,0.000
24.312,0.000,0.000,0.000
24.320,0.000,0.000,0.000
24.328,0.000,0.000,0.000
24.336,0.000,0.000,0.000
24.344,0.000,0.000,0.000
24.352,0.000,0.000,0.000
24.359,0.000,0.000,0.000
24.367,0.000,0.000,0.000
24.375,0.000,0.000,0.000
24.383,0.000,0.000,0.000
24.391,0.000,0.000,0.000
24.398,0.000,0.000,0.000
24.406,0.000,0.000,0.000
24.414,0.000,0.000,0.000
24.422,0.000,0.000,0.000
24.430,0.000,0.000,0.000
24.438,1.000,1.000,1.000
24.445,1.000,1.000,1.000
24.453,1.000,1.000,1.000
24.461,1.000,1.000,1.000
24.469,1.000,1.000,1.000
24.477,1.000,1.000,1.000
24.484,1.000,1.000,1.000
24.492,1.000,1.000,1.000
24.500,1.000,1.000,1.000
24.508,1.000,1.000,1.000
24.516,1.000,1.000,1.000
24.523,1.000,1.000,1.000
24.531,1.000,1.000,1.000
24.539,1.000,1.000,1.000
24.547,1.000,1.000,1.000
24.555,1.000,1.000,1.000
24.562,1.000,1.000,1.000
24.570,1.000,1.000,1.000
24.578,0.000,0.000,0.000
24.586,0.000,0.000,0.000
24.594,0.000,0.000,0.000
24.602,0.000,0.000,0.000
24.609,0.000,0.000,0.000
24.617,0.000,0.000,0.000
24.625,0.000,0.000,0.000
24.633,0.000,0.000,0.000
24.641,0.000,0.000,0.000
24.648,0.000,0.000,0.000
24.656,0.000,0.000,0.000
24.664,0.000,0.000,0.000
24.672,0.000,0.000,0.000
24.680,0.000,0.000,0.000
24.688,0.000,0.000,0.000
24.695,0.000,0.000,0.000
24.703,0.000,0.000,0.000
24.711,0.000,0.000,0.000
24.719,0.000,0.000,0.000
24.727,0.000,0.000,0.000
24.734,0.000,0.000,0.000
24.742,0.000,0.000,0.000
24.750,0.000,0.000,0.000
24.758,0.000,0.000,0.000
24.766,0.000,0.000,0.000
24.773,0.000,0.000,0.000
24.781,0.000,0.000,0.000
24.789,0.000,0.000,0.000
24.797,0.000,0.000,0.000
24.805,0.000,0.000,0.000
24.812,0.000,0.000,0.000
24.820,0.000,0.000,0.000
24.828,0.000,0.000,0.000
24.836,0.000,0.000,0.000
24.844,0.000,0.000,0.000
24.852,0.000,0.000,0.000
24.859,0.000,0.000,0.000
24.867,0.000,0.000,0.000
24.875,0.000,0.000,0.000
24.883,0.000,0.000,0.000
24.891,0.000,0.000,0.000
24.898,0.000,0.000,0.000
24.906,0.000,0.000,0.000
24.914,0.000,0.000,0.000
24.922,0.000,0.000,0.000
24.930,0.000,0.000,0.000
24.938,0.000,0.000,0.000
24.945,0.000,0.000,0.000
24.953,0.000,0.000,0.000
24.961,0.000,0.000,0.000
24.969,0.000,0.000,0.000
24.977,0.000,0.000,0.000
24.984,0.000,0.000,0.000
24.992,0.000,0.000,0.000
25.000,0.000,0.000,0.000
25.008,0.000,0.000,0.000
25.016,0.000,0.000,0.000
25.023,0.000,0.000,0.000
25.031,0.000,0.000,0.000
25.039,0.000,0.000,0.000
25.047,0.000,0.000,0.000
25.055,0.000,0.000,0.000
25.062,0.000,0.000,0.000
25.070,0.000,0.000,0.000
25.078,0.000,0.000,0.000
25.086,0.000,0.000,0.000
25.094,0.000,0.000,0.000
25.102,0.000,0.000,0.000
25.109,0.000,0.000,0.000
25.117,0.000,0.000,0.000
25.125,0.000,0.000,0.000
25.133,0.000,0.000,0.000
25.141,0.000,0.000,0.000
25.148,0.000,0.000,0.000
25.156,0.000,0.000,0.000
25.164,0.000,0.000,0.000
25.172,0.000,0.000,0.000
25.180,0.000,0.000,0.000
25.188,0.000,0.000,0.000
25.195,0.000,0.000,0.000
25.203,0.000,0.000,0.000
25.211,0.000,0.000,0.000
25.219,0.000,0.000,0.000
25.227,0.000,0.000,0.000
25.234,0.000,0.000,0.000
25.242,0.000,0.000,0.000
25.250,0.000,0.000,0.000
25.258,0.000,0.000,0.000
25.266,0.000,0.000,0.000
25.273,0.000,0.000,0.000
25.281,0.000,0.000,0.000
25.289,0.000,0.000,0.000
25.297,0.000,0.000,0.000
25.305,0.000,0.000,0.000
25.312,0.000,0.000,0.000
25.320,0.000,0.000,0.000
25.328,0.000,0.000,0.000
25.336,0.000,0.000,0.000
25.344,0.000,0.000,0.000
25.352,0.000,0.000,0.000
25.359,0.000,0.000,0.000
25.367,0.000,0.000,0.000
25.375,0.000,0.000,0.000
25.383,0.000,0.000,0.000
25.391,0.000,0.000,0.000
25.398,0.000,0.000,0.000
25.406,0.000,0.000,0.000
25.414,0.000,0.000,0.000
25.422,0.000,0.000,0.000
25.430,0.000,0.000,0.000
25.438,1.000,1.000,1.000
25.445,1.000,1.000,1.000
25.453,1.000,1.000,1.000
25.461,1.000,1.000,1.000
25.469,1.000,1.000,1.000
25.477,1.000,1.000,1.000
25.484,1.000,1.000,1.000
25.492,1.000,1.000,1.000
25.500,1.000,1.000,1.000
25.508,1.000,1.000,1.000
25.516,1.000,1.000,1.000
25.523,1.000,1.000,1.000
25.531,1.000,1.000,1.000
25.539,1.000,1.000,1.000
25.547,1.000,1.000,1.000
25.555,1.000,1.000,1.000
25.562,1.000,1.000,1.000
25.570,1.000,1.000,1.000
25.578,0.000,0.000,0.000
25.586,0.000,0.000,0.000
25.594,0.000,0.000,0.000
25.602,0.000,0.000,0.000
25.609,0.000,0.000,0.000
25.617,0.000,0.000,0.000
25.625,0.000,0.000,0.000
25.633,0.000,0.000,0.000
25.641,0.000,0.000,0.000
25.648,0.000,0.000,0.000
25.656,0.000,0.000,0.000
25.664,0.000,0.000,0.000
25.672,0.000,0.000,0.000
25.680,0.000,0.000,0.000
25.688,0.000,0.000,0.000
25.695,0.000,0.000,0.000
25.703,0.000,0.000,0.000
25.711,0.000,0.000,0.000
25.719,0.000,0.000,0.000
25.727,0.000,0.000,0.000
25.734,0.000,0.000,0.000
25.742,0.000,0.000,0.000
25.750,0.000,0.000,0.000
25.758,0.000,0.000,0.000
25.766,0.000,0.000,0.000
25.773,0.000,0.000,0.000
25.781,0.000,0.000,0.000
25.789,0.000,0.000,0.000
25.797,0.000,0.000,0.000
25.805,0.000,0.000,0.000
25.812,0.000,0.000,0.000
25.820,0.000,0.000,0.000
25.828,0.000,0.000,0.000
25.836,0.000,0.000,0.000
25.844,0.000,0.000,0.000
25.852,0.000,0.000,0.000
25.859,0.000,0.000,0.000
25.867,0.000,0.000,0.000
25.875,0.000,0.000,0.000
25.883,0.000,0.000,0.000
25.891,0.000,0.000,0.000
25.898,0.000,0.000,0.000
25.906,0.000,0.000,0.000
25.914,0.000,0.000,0.000
25.922,0.000,0.000,0.000
25.930,0.000,0.000,0.000
25.938,0.000,0.000,0.000
25.945,0.000,0.000,0.000
25.953,0.000,0.000,0.000
25.961,0.000,0.000,0.000
25.969,0.000,0.000,0.000
25.977,0.000,0.000,0.000
25.984,0.000,0.000,0.000
25.992,0.000,0.000,0.000
26.000,0.000,0.000,0.000
26.008,0.000,0.000,0.000
26.016,0.000,0.000,0.000
26.023,0.000,0.000,0.000
26.031,0.000,0.000,0.000
26.039,0.000,0.000,0.000
26.047,0.000,0.000,0.000
26.055,0.000,0.000,0.000
26.062,0.000,0.000,0.000
26.070,0.000,0.000,0.000
26.078,0.000,0.000,0.000
26.086,0.000,0.000,0.000
26.094,0.000,0.000,0.000
26.102,0.000,0.000,0.000
26.109,0.000,0.000,0.000
26.117,0.000,0.000,0.000
26.125,0.000,0.000,0.000
26.133,0.000,0.000,0.000
26.141,0.000,0.000,0.000
26.148,0.000,0.000,0.000
26.156,0.000,0.000,0.000
26.164,0.000,0.000,0.000
26.172,0.000,0.000,0.000
26.180,0.000,0.000,0.000
26.188,0.000,0.000,0.000
26.195,0.000,0.000,0.000
26.203,0.000,0.000,0.000
26.211,0.000,0.000,0.000
26.219,0.000,0.000,0.000
26.227,0.000,0.000,0.000
26.234,0.000,0.000,0.000
26.242,0.000,0.000,0.000
26.250,0.000,0.000,0.000
26.258,0.000,0.000,0.000
26.266,0.000,0.000,0.000
26.273,0.000,0.000,0.000
26.281,0.000,0.000,0.000
26.289,0.000,0.000,0.000
26.297,0.000,0.000,0.000
26.305,0.000,0.000,0.000
26.312,0.000,0.000,0.000
26.320,0.000,0.000,0.000
26.328,0.000,0.000,0.000
26.336,0.000,0.000,0.000
26.344,0.000,0.000,0.000
26.352,0.000,0.000,0.000
26.359,0.000,0.000,0.000
26.367,0.000,0.000,0.000
26.375,0.000,0.000,0.000
26.383,0.000,0.000,0.000
26.391,0.000,0.000,0.000
26.398,0.000,0.000,0.000
26.406,0.000,0.000,0.000
26.414,0.000,0.000,0.000
26.422,0.000,0.000,0.000
26.430,0.000,0.000,0.000
26.438,1.000,1.000,1.000
26.445,1.000,1.000,1.000
26.453,1.000,1.000,1.000
26.461,1.000,1.000,1.000
26.469,1.000,1.000,1.000
26.477,1.000,1.000,1.000
26.484,1.000,1.000,1.000
26.492,1.000,1.000,1.000
26.500,1.000,1.000,1.000
26.508,1.000,1.000,1.000
26.516,1.000,1.000,1.000
26.523,1.000,1.000,1.000
26.531,1.000,1.000,1.000
26.539,1.000,1.000,1.000
26.547,1.000,1.000,1.000
26.555,1.000,1.000,1.000
26.562,1.000,1.000,1.000
26.570,1.000,1.000,1.000
26.578,0.000,0.000,0.000
26.586,0.000,0.000,0.000
26.594,0.000,0.000,0.000
26.602,0.000,0.000,0.000
26.609,0.000,0.000,0.000
26.617,0.000,0.000,0.000
26.625,0.000,0.000,0.000
26.633,0.000,0.000,0.000
26.641,0.000,0.000,0.000
26.648,0.000,0.000,0.000
26.656,0.000,0.000,0.000
26.664,0.000,0.000,0.000
26.672,0.000,0.000,0.000
26.680,0.000,0.000,0.000
26.688,0.000,0.000,0.000
26.695,0.000,0.000,0.000
26.703,0.000,0.000,0.000
26.711,0.000,0.000,0.000
26.719,0.000,0.000,0.000
26.727,0.000,0.000,0.000
26.734,0.000,0.000,0.000
26.742,0.000,0.000,0.000
26.750,0.000,0.000,0.000
26.758,0.000,0.000,0.000
26.766,0.000,0.000,0.000
26.773,0.000,0.000,0.000
26.781,0.000,0.000,0.000
26.789,0.000,0.000,0.000
26.797,0.000,0.000,0.000
26.805,0.000,0.000,0.000
26.812,0.000,0.000,0.000
26.820,0.000,0.000,0.000
26.828,0.000,0.000,0.000
26.836,0.000,0.000,0.000
26.844,0.000,0.000,0.000
26.852,0.000,0.000,0.000
26.859,0.000,0.000,0.000
26.867,0.000,0.000,0.000
26.875,0.000,0.000,0.000
26.883,0.000,0.000,0.000
26.891,0.000,0.000,0.000
26.898,0.000,0.000,0.000
26.906,0.000,0.000,0.000
26.914,0.000,0.000,0.000
26.922,0.000,0.000,0.000
26.930,0.000,0.000,0.000
26.938,0.000,0.000,0.000
26.945,0.000,0.000,0.000
26.953,0.000,0.000,0.000
26.961,0.000,0.000,0.000
26.969,0.000,0.000,0.000
26.977,0.000,0.000,0.000
26.984,0.000,0.000,0.000
26.992,0.000,0.000,0.000
27.000,0.000,0.000,0.000
27.008,0.000,0.000,0.000
27.016,0.000,0.000,0.000
27.023,0.000,0.000,0.000
27.031,0.000,0.000,0.000
27.039,0.000,0.000,0.000
27.047,0.000,0.000,0.000
27.055,0.000,0.000,0.000
27.062,0.000,0.000,0.000
27.070,0.000,0.000,0.000
27.078,0.000,0.000,0.000
27.086,0.000,0.000,0.000
27.094,0.000,0.000,0.000
27.102,0.000,0.000,0.000
27.109,0.000,0.000,0.000
27.117,0.000,0.000,0.000
27.125,0.000,0.000,0.000
27.133,0.000,0.000,0.000
27.141,0.000,0.000,0.000
27.148,0.000,0.000,0.000
27.156,0.000,0.000,0.000
27.164,0.000,0.000,0.000
27.172,0.000,0.000,0.000
27.180,0.000,0.000,0.000
27.188,0.000,0.000,0.000
27.195,0.000,0.000,0.000
27.203,0.000,0.000,0.000
27.211,0.000,0.000,0.000
27.219,0.000,0.000,0.000
27.227,0.000,0.000,0.000
27.234,0.000,0.000,0.000
27.242,0.000,0.000,0.000
27.250,0.000,0.000,0.000
27.258,0.000,0.000,0.000
27.266,0.000,0.000,0.000
27.273,0.000,0.000,0.000
27.281,0.000,0.000,0.000
27.289,0.000,0.000,0.000
27.297,0.000,0.000,0.000
27.305,0.000,0.000,0.000
27.312,0.000,0.000,0.000
27.320,0.000,0.000,0.000
27.328,0.000,0.000,0.000
27.336,0.000,0.000,0.000
27.344,0.000,0.000,0.000
27.352,0.000,0.000,0.000
27.359,0.000,0.000,0.000
27.367,0.000,0.000,0.000
27.375,0.000,0.000,0.000
27.383,0.000,0.000,0.000
27.391,0.000,0.000,0.000
27.398,0.000,0.000,0.000
27.406,0.000,0.000,0.000
27.414,0.000,0.000,0.000
27.422,0.000,0.000,0.000
27.430,0.000,0.000,0.000
27.438,1.000,1.000,1.000
27.445,1.000,1.000,1.000
27.453,1.000,1.000,1.000
27.461,1.000,1.000,1.000
27.469,1.000,1.000,1.000
27.477,1.000,1.000,1.000
27.484,1.000,1.000,1.000
27.492,1.000,1.000,1.000
27.500,1.000,1.000,1.000
27.508,1.000,1.000,1.000
27.516,1.000,1.000,1.000
27.523,1.000,1.000,1.000
27.531,1.000,1.000,1.000
27.539,1.000,1.000,1.000
27.547,1.000,1.000,1.000
27.555,1.000,1.000,1.000
27.562,1.000,1.000,1.000
27.570,1.000,1.000,1.000
27.578,0.000,0.000,0.000
27.586,0.000,0.000,0.000
27.594,0.000,0.000,0.000
27.602,0.000,0.000,0.000
27.609,0.000,0.000,0.000
27.617,0.000,0.000,0.000
27.625,0.000,0.000,0.000
27.633,0.000,0.000,0.000
27.641,0.000,0.000,0.000
27.648,0.000,0.000,0.000
27.656,0.000,0.000,0.000
27.664,0.000,0.000,0.000
27.672,0.000,0.000,0.000
27.680,0.000,0.000,0.000
27.688,0.000,0.000,0.000
27.695,0.000,0.000,0.000
27.703,0.000,0.000,0.000
27.711,0.000,0.000,0.000
27.719,0.000,0.000,0.000
27.727,0.000,0.000,0.000
27.734,0.000,0.000,0.000
27.742,0.000,0.000,0.000
27.750,0.000,0.000,0.000
27.758,0.000,0.000,0.000
27.766,0.000,0.000,0.000
27.773,0.000,0.000,0.000
27.781,0.000,0.000,0.000
27.789,0.000,0.000,0.000
27.797,0.000,0.000,0.000
27.805,0.000,0.000,0.000
27.812,0.000,0.000,0.000
27.820,0.000,0.000,0.000
27.828,0.000,0.000,0.000
27.836,0.000,0.000,0.000
27.844,0.000,0.000,0.000
27.852,0.000,0.000,0.000
27.859,0.000,0.000,0.000
27.867,0.000,0.000,0.000
27.875,0.000,0.000,0.000
27.883,0.000,0.000,0.000
27.891,0.000,0.000,0.000
27.898,0.000,0.000,0.000
27.906,0.000,0.000,0.000
27.914,0.000,0.000,0.000
27.922,0.000,0.000,0.000
27.930,0.000,0.000,0.000
27.938,0.000,0.000,0.000
27.945,0.000,0.000,0.000
27.953,0.000,0.000,0.000
27.961,0.000,0.000,0.000
27.969,0.000,0.000,0.000
27.977,0.000,0.000,0.000
27.984,0.000,0.000,0.000
27.992,0.000,0.000,0.000
28.000,0.000,0.000,0.000
28.008,0.000,0.000,0.000
28.016,0.000,0.000,0.000
28.023,0.000,0.000,0.000
28.031,0.000,0.000,0.000
28.039,0.000,0.000,0.000
28.047,0.000,0.000,0.000
28.055,0.000,0.000,0.000
28.062,0.000,0.000,0.000
28.070,0.000,0.000,0.000
28.078,0.000,0.000,0.000
28.086,0.000,0.000,0.000
28.094,0.000,0.000,0.000
28.102,0.000,0.000,0.000
28.109,0.000,0.000,0.000
28.117,0.000,0.000,0.000
28.125,0.000,0.000,0.000
28.133,0.000,0.000,0.000
28.141,0.000,0.000,0.000
28.148,0.000,0.000,0.000
28.156,0.000,0.000,0.000
28.164,0.000,0.000,0.000
28.172,0.000,0.000,0.000
28.180,0.000,0.000,0.000
28.188,0.000,0.000,0.000
28.195,0.000,0.000,0.000
28.203,0.000,0.000,0.000
28.211,0.000,0.000,0.000
28.219,0.000,0.000,0.000
28.227,0.000,0.000,0.000
28.234,0.000,0.000,0.000
28.242,0.000,0.000,0.000
28.250,0.000,0.000,0.000
28.258,0.000,0.000,0.000
28.266,0.000,0.000,0.000
28.273,0.000,0.000,0.000
28.281,0.000,0.000,0.000
28.289,0.000,0.000,0.000
28.297,0.000,0.000,0.000
28.305,0.000,0.000,0.000
28.312,0.000,0.000,0.000
28.320,0.000,0.000,0.000
28.328,0.000,0.000,0.000
28.336,0.000,0.000,0.000
28.344,0.000,0.000,0.000
28.352,0.000,0.000,0.000
28.359,0.000,0.000,0.000
28.367,0.000,0.000,0.000
28.375,0.000,0.000,0.000
28.383,0.000,0.000,0.000
28.391,0.000,0.000,0.000
28.398,0.000,0.000,0.000
28.406,0.000,0.000,0.000
28.414,0.000,0.000,0.000
28.422,0.000,0.000,0.000
28.430,0.000,0.000,0.000
28.438,1.000,1.000,1.000
28.445,1.000,1.000,1.000
28.453,1.000,1.000,1.000
28.461,1.000,1.000,1.000
28.469,1.000,1.000,1.000
28.477,1.000,1.000,1.000
28.484,1.000,1.000,1.000
28.492,1.000,1.000,1.000
28.500,1.000,1.000,1.000
28.508,1.000,1.000,1.000
28.516,1.000,1.000,1.000
28.523,1.000,1.000,1.000
28.531,1.000,1.000,1.000
28.539,1.000,1.000,1.000
28.547,1.000,1.000,1.000
28.555,1.000,1.000,1.000
28.562,1.000,1.000,1.000
28.570,1.000,1.000,1.000
28.578,0.000,0.000,0.000
28.586,0.000,0.000,0.000
28.594,0.000,0.000,0.000
28.602,0.000,0.000,0.000
28.609,0.000,0.000,0.000
28.617,0.000,0.000,0.000
28.625,0.000,0.000,0.000
28.633,0.000,0.000,0.000
28.641,0.000,0.000,0.000
28.648,0.000,0.000,0.000
28.656,0.000,0.000,0.000
28.664,0.000,0.000,0.000
28.672,0.000,0.000,0.000
28.680,0.000,0.000,0.000
28.688,0.000,0.000,0.000
28.695,0.000,0.000,0.000
28.703,0.000,0.000,0.000
28.711,0.000,0.000,0.000
28.719,0.000,0.000,0.000
28.727,0.000,0.000,0.000
28.734,0.000,0.000,0.000
28.742,0.000,0.000,0.000
28.750,0.000,0.000,0.000
28.758,0.000,0.000,0.000
28.766,0.000,0.000,0.000
28.773,0.000,0.000,0.000
28.781,0.000,0.000,0.000
28.789,0.000,0.000,0.000
28.797,0.000,0.000,0.000
28.805,0.000,0.000,0.000
28.812,0.000,0.000,0.000
28.820,0.000,0.000,0.000
28.828,0.000,0.000,0.000
28.836,0.000,0.000,0.000
28.844,0.000,0.000,0.000
28.852,0.000,0.000,0.000
28.859,0.000,0.000,0.000
